segment,env_step,gradient_step,elapsed_s,eval_seconds,total,rec,rew,con,dyn,rep,dyn_raw,rep_raw,reward_mae,cont_mae,policy,policy_entropy,policy_adv_mag,policy_logp_mean,policy_retnorm_scale,policy_weight_mean,value,value_value_mean,value_target_mean,value_value_mae,value_positions,repval,repval_value_mean,repval_target_mean,repval_value_mae,repval_positions,weight_sum,imagination_starts,train_positions,grad_norm,replay_occupancy,realized_train_ratio,peak_vram_mib
0,20200,950,266.01,0.0,125.250938,111.879768,2.400115,0.029708,4.235573,4.235573,4.235573,4.235573,0.01666,0.01427,0.635921,8.236567,0.08593,-8.223413,1.0,0.875096,3.992573,0.100712,0.186641,0.08593,15360.0,5.512378,0.100721,0.64719,0.546469,1008.0,13441.467773,1024.0,1024.0,183.508026,20200,64.0,1999.3
0,21000,1000,279.63,0.0,127.903549,115.040375,2.125708,0.029798,4.258451,4.258451,4.258451,4.258451,0.016688,0.014253,0.798446,8.247555,0.107285,-8.234666,1.0,0.877136,3.61946,0.125902,0.233187,0.107285,15360.0,5.351529,0.1259,0.762105,0.636205,1008.0,13472.8125,1024.0,1024.0,92.840576,21000,64.0,1999.3
0,21800,1050,293.275,0.0,123.24736,110.769501,1.865416,0.028188,4.309554,4.309554,4.309554,4.309554,0.017585,0.012386,1.00797,8.259284,0.133215,-8.28225,1.0,0.891722,3.306962,0.157033,0.290249,0.133215,15360.0,5.096023,0.157026,0.831078,0.674052,1008.0,13696.851562,1024.0,1024.0,137.295853,21800,64.0,1999.3
0,22600,1100,307.005,0.0,120.485756,108.720505,1.635112,0.029606,4.227725,4.227725,4.227725,4.227725,0.016057,0.013926,1.1367,8.258657,0.15196,-8.24964,1.0,0.88017,2.908182,0.191168,0.343128,0.15196,15360.0,4.683829,0.191162,0.857035,0.665873,1008.0,13519.416016,1024.0,1024.0,124.112595,22600,64.0,1999.3
0,23400,1150,320.633,0.0,114.648109,103.096451,1.419291,0.027001,4.14058,4.14058,4.14058,4.14058,0.01558,0.010887,1.324004,8.260293,0.174231,-8.237749,1.0,0.900045,2.872575,0.229174,0.403405,0.174231,15360.0,4.513852,0.229168,0.917162,0.687994,1008.0,13824.693359,1024.0,1024.0,209.02005,23400,64.0,1999.3
0,24200,1200,334.395,0.0,106.885727,95.475235,1.238229,0.026514,4.106564,4.106564,4.106564,4.106564,0.016064,0.010249,1.414735,8.268729,0.18445,-8.282026,1.0,0.904305,2.834212,0.273529,0.45798,0.18445,15360.0,4.59858,0.273527,0.999193,0.725666,1008.0,13890.120117,1024.0,1024.0,146.688858,24200,64.0,1999.3
0,25000,1250,348.17,0.0,104.692734,93.367989,1.086398,0.024922,4.157946,4.157946,4.157946,4.157946,0.015533,0.008378,1.484173,8.271708,0.191172,-8.297801,1.0,0.917588,2.77855,0.314635,0.505806,0.191172,15360.0,4.589863,0.314624,1.036367,0.721743,1008.0,14094.147461,1024.0,1024.0,154.978714,25000,64.0,1999.3
0,25800,1300,377.706,15.423,110.56205,99.26664,0.959125,0.0267,4.47146,4.47146,4.47146,4.47146,0.016379,0.010518,1.418719,8.275646,0.18486,-8.291805,1.0,0.904565,2.610205,0.351085,0.535945,0.18486,15360.0,4.540191,0.351071,1.067948,0.716877,1008.0,13894.115234,1024.0,1024.0,167.760071,25800,64.0,1999.3
0,26600,1350,391.445,15.423,106.324745,95.314613,0.853661,0.025685,4.484503,4.484503,4.484503,4.484503,0.016881,0.009253,1.407185,8.278899,0.182379,-8.297657,1.0,0.911596,2.481801,0.382888,0.565267,0.182379,15360.0,4.362816,0.382874,1.092088,0.709214,1008.0,14002.107422,1024.0,1024.0,106.465721,26600,64.0,1999.3
0,27400,1400,405.192,15.423,106.202217,95.32309,0.788729,0.025441,4.588091,4.588091,4.588091,4.588091,0.01721,0.008906,1.380183,8.2805,0.178575,-8.277093,1.0,0.915706,2.374809,0.409427,0.588003,0.178575,15360.0,4.210219,0.409419,1.111159,0.701741,1008.0,14065.241211,1024.0,1024.0,113.767822,27400,64.0,1999.3
0,28200,1450,418.87,15.423,101.198219,90.229393,0.807211,0.023914,4.534217,4.534217,4.534217,4.534217,0.023339,0.006944,1.386675,8.282874,0.177601,-8.283064,1.0,0.926933,2.413857,0.439557,0.617158,0.177601,15360.0,4.49845,0.439553,1.219177,0.779624,1008.0,14237.691406,1024.0,1024.0,101.301224,28200,64.0,1999.3
0,29000,1500,432.52,15.423,104.201027,93.209816,0.700788,0.024134,4.721438,4.721438,4.721438,4.721438,0.015986,0.007197,1.365908,8.282414,0.175032,-8.28664,1.0,0.926579,2.41826,0.47458,0.649612,0.175032,15360.0,4.295116,0.474582,1.180226,0.705644,1008.0,14232.24707,1024.0,1024.0,135.467026,29000,64.0,1999.3
0,29800,1550,446.179,15.423,101.384926,90.45462,0.691559,0.023907,4.662292,4.662292,4.662292,4.662292,0.01797,0.006927,1.351963,8.283757,0.173028,-8.276984,1.0,0.929414,2.408707,0.510849,0.683878,0.173028,15360.0,4.4188,0.510853,1.251052,0.740199,1008.0,14275.793945,1024.0,1024.0,65.723091,29800,64.0,1999.3
0,30600,1600,459.822,15.423,98.751678,87.969429,0.66124,0.023497,4.607792,4.607792,4.607792,4.607792,0.017684,0.006354,1.364379,8.287409,0.173742,-8.315058,1.0,0.931337,2.361907,0.546721,0.720463,0.173742,15360.0,4.342167,0.54673,1.249412,0.702681,1008.0,14305.328125,1024.0,1024.0,100.969017,30600,64.0,1999.3
0,31400,1650,473.561,15.423,95.499878,84.514664,0.681572,0.022767,4.708124,4.708124,4.708124,4.708124,0.018715,0.005281,1.401785,8.292766,0.177349,-8.309285,1.0,0.939373,2.286104,0.581876,0.759225,0.177349,15360.0,4.713504,0.581893,1.379524,0.797632,1008.0,14428.761719,1024.0,1024.0,149.090836,31400,64.0,1999.3
0,32200,1700,487.195,15.423,97.730988,87.17514,0.61493,0.023053,4.663041,4.663041,4.663041,4.663041,0.014638,0.005698,1.383639,8.294714,0.175827,-8.291817,1.0,0.936487,2.122935,0.613409,0.789236,0.175827,15360.0,4.273142,0.613445,1.316698,0.703254,1008.0,14384.433594,1024.0,1024.0,150.18869,32200,64.0,1999.3
0,33000,1750,500.909,15.423,100.605186,89.963531,0.689947,0.022601,4.752629,4.752629,4.752629,4.752629,0.022012,0.004961,1.401208,8.296615,0.177322,-8.281812,1.0,0.942237,2.013522,0.639666,0.816988,0.177322,15360.0,4.28828,0.639693,1.388481,0.748788,1008.0,14472.765625,1024.0,1024.0,113.212776,33000,64.0,1999.3
0,33800,1800,514.558,15.423,94.803024,84.16011,0.623604,0.02231,4.736549,4.736549,4.736549,4.736549,0.018118,0.004553,1.410072,8.299397,0.177921,-8.28655,1.0,0.94474,2.036041,0.671611,0.849531,0.177921,15360.0,4.468941,0.671643,1.43697,0.765327,1008.0,14511.209961,1024.0,1024.0,136.707352,33800,64.0,1999.3
0,34600,1850,528.21,15.423,89.892921,79.224335,0.568719,0.022078,4.824766,4.824766,4.824766,4.824766,0.015851,0.00416,1.424982,8.301476,0.179175,-8.301824,1.0,0.947307,2.07882,0.706214,0.885388,0.179175,15360.0,4.222476,0.706246,1.385998,0.679753,1008.0,14550.638672,1024.0,1024.0,105.120705,34600,64.0,1999.3
0,35400,1900,541.943,15.423,90.376305,79.594589,0.613037,0.02224,4.859431,4.859431,4.859431,4.859431,0.017463,0.004402,1.419641,8.302989,0.178795,-8.300511,1.0,0.945504,2.100553,0.739656,0.918451,0.178795,15360.0,4.269566,0.739654,1.439756,0.700102,1008.0,14522.941406,1024.0,1024.0,140.021774,35400,64.0,1999.3
0,36200,1950,555.605,15.423,86.979172,76.196449,0.55351,0.021738,4.927138,4.927138,4.927138,4.927138,0.013656,0.003565,1.436662,8.306457,0.179967,-8.309043,1.0,0.950925,2.119752,0.772046,0.952012,0.179967,15360.0,4.104039,0.772027,1.430362,0.658334,1008.0,14606.203125,1024.0,1024.0,162.136734,36200,64.0,1999.3
0,37000,2000,569.367,15.423,90.397972,79.502571,0.5575,0.021974,5.086085,5.086085,5.086085,5.086085,0.017739,0.003902,1.415826,8.308117,0.178095,-8.291635,1.0,0.949235,2.083913,0.802835,0.980929,0.178095,15360.0,4.071665,0.802796,1.470936,0.66814,1008.0,14580.251953,1024.0,1024.0,185.702362,37000,64.0,1999.3
0,37800,2050,582.946,15.423,85.795418,75.107269,0.553247,0.021455,4.963994,4.963994,4.963994,4.963994,0.013933,0.003047,1.415192,8.30844,0.17726,-8.290362,1.0,0.954042,2.0351,0.831933,1.009193,0.17726,15360.0,4.009186,0.83189,1.506219,0.674329,1008.0,14654.077148,1024.0,1024.0,120.881439,37800,64.0,1999.3
0,38600,2100,596.7,15.423,82.375275,71.680878,0.53731,0.021439,5.074764,5.074764,5.074764,5.074764,0.015522,0.002989,1.438329,8.310896,0.179331,-8.316433,1.0,0.955491,1.963143,0.858978,1.038309,0.179331,15360.0,3.83977,0.858805,1.514387,0.655582,1008.0,14676.333984,1024.0,1024.0,132.544174,38600,64.0,1999.3
0,39400,2150,610.361,15.423,87.678673,76.5793,0.593342,0.021625,5.432881,5.432881,5.432881,5.432881,0.021085,0.003277,1.417361,8.313257,0.17687,-8.312387,1.0,0.954682,1.839183,0.883515,1.060385,0.17687,15360.0,4.172288,0.882994,1.65842,0.775426,1008.0,14663.912109,1024.0,1024.0,147.621918,39400,64.0,1999.3
0,40200,2200,624.123,15.423,84.465019,73.616714,0.577464,0.021433,5.343376,5.343376,5.343376,5.343376,0.01976,0.002966,1.448497,8.314079,0.180034,-8.331608,1.0,0.95634,1.760832,0.905344,1.085378,0.180034,15360.0,3.874561,0.904679,1.641931,0.737253,1008.0,14689.388672,1024.0,1024.0,82.206497,40200,64.0,1999.3
0,41000,2250,637.884,15.423,85.263229,74.228325,0.547407,0.021501,5.54144,5.54144,5.54144,5.54144,0.018236,0.003016,1.421625,8.315328,0.177671,-8.286992,1.0,0.956869,1.811883,0.927459,1.10513,0.177671,15360.0,3.789671,0.926346,1.619577,0.69323,1008.0,14697.511719,1024.0,1024.0,185.709656,41000,64.0,1999.3
0,41800,2300,651.45,15.423,81.122169,70.064621,0.516985,0.021183,5.529945,5.529945,5.529945,5.529945,0.015797,0.002416,1.442873,8.319881,0.179037,-8.318858,1.0,0.959913,1.864521,0.950824,1.129861,0.179037,15360.0,3.763506,0.949783,1.616009,0.666226,1008.0,14744.267578,1024.0,1024.0,153.844849,41800,64.0,1999.3
0,42600,2350,665.186,15.423,84.584244,73.308411,0.572795,0.021209,5.578203,5.578203,5.578203,5.578203,0.018535,0.002514,1.409777,8.322355,0.174342,-8.355639,1.0,0.959303,1.88369,0.975396,1.149738,0.174342,15360.0,4.174462,0.974275,1.739035,0.76476,1008.0,14734.888672,1024.0,1024.0,76.717171,42600,64.0,1999.3
0,43400,2400,678.825,15.423,82.451271,71.375656,0.567546,0.021099,5.425564,5.425564,5.425564,5.425564,0.019576,0.002271,1.417546,8.326538,0.175648,-8.328003,1.0,0.960789,1.910792,1.000564,1.176212,0.175648,15360.0,3.968387,0.998886,1.710126,0.71124,1008.0,14757.716797,1024.0,1024.0,134.025589,43400,64.0,1999.3
0,44200,2450,692.578,15.423,76.377823,65.313431,0.527752,0.020933,5.403256,5.403256,5.403256,5.403256,0.014257,0.001863,1.446268,8.327905,0.179464,-8.310292,1.0,0.962958,1.938621,1.026705,1.206169,0.179464,15360.0,3.957422,1.025936,1.709564,0.683629,1008.0,14791.03125,1024.0,1024.0,196.727539,44200,64.0,1999.3
0,45000,2500,706.343,15.423,76.72953,66.024887,0.512185,0.020982,5.168783,5.168783,5.168783,5.168783,0.016222,0.001901,1.397588,8.329465,0.173142,-8.323971,1.0,0.96381,1.917624,1.052355,1.225498,0.173142,15360.0,3.902005,1.051168,1.721723,0.670554,1008.0,14804.118164,1024.0,1024.0,147.050461,45000,64.0,1999.3
0,45800,2550,719.921,15.423,80.064644,68.966431,0.64117,0.021072,5.425349,5.425349,5.425349,5.425349,0.022538,0.00203,1.367405,8.331062,0.16896,-8.334097,1.0,0.96309,1.890732,1.07798,1.24694,0.16896,15360.0,4.033185,1.07622,1.853283,0.777062,1008.0,14793.056641,1024.0,1024.0,108.173103,45800,64.0,1999.3
0,46600,2600,733.663,15.423,71.194008,60.584641,0.481847,0.020798,5.220338,5.220338,5.220338,5.220338,0.013323,0.001497,1.389699,8.332424,0.171899,-8.305558,1.0,0.966025,1.880886,1.10332,1.27522,0.171899,15360.0,3.645888,1.102059,1.719722,0.617663,1008.0,14838.141602,1024.0,1024.0,124.458344,46600,64.0,1999.3
0,47400,2650,747.307,15.423,76.101456,64.721123,0.585355,0.021032,5.776587,5.776587,5.776587,5.776587,0.023594,0.001973,1.366347,8.333556,0.168762,-8.340595,1.0,0.963984,1.829767,1.127494,1.296256,0.168762,15360.0,4.078598,1.125307,1.900895,0.775588,1008.0,14806.800781,1024.0,1024.0,105.623825,47400,64.0,1999.3
0,48200,2700,761.045,15.423,77.768936,66.514175,0.566922,0.020905,5.816045,5.816045,5.816045,5.816045,0.018933,0.001716,1.360333,8.337192,0.167383,-8.369681,1.0,0.96461,1.775361,1.152045,1.319428,0.167383,15360.0,3.778603,1.151609,1.851256,0.699647,1008.0,14816.412109,1024.0,1024.0,128.827057,48200,64.0,1999.3
0,49000,2750,774.726,15.423,76.28524,65.135941,0.505899,0.020851,5.938957,5.938957,5.938957,5.938957,0.015475,0.001595,1.356478,8.340787,0.166732,-8.346817,1.0,0.966559,1.709076,1.174655,1.341387,0.166732,15360.0,3.413836,1.173932,1.799258,0.625326,1008.0,14846.351562,1024.0,1024.0,87.837776,49000,64.0,1999.3
0,49800,2800,788.408,15.423,77.868675,66.475479,0.510423,0.02086,6.257835,6.257835,6.257835,6.257835,0.015313,0.001614,1.343967,8.341743,0.165848,-8.337403,1.0,0.966712,1.627563,1.195937,1.361785,0.165848,15360.0,3.355886,1.194161,1.834469,0.640308,1008.0,14848.699219,1024.0,1024.0,117.184219,49800,64.0,1999.3
0,50600,2850,818.539,30.756,70.931343,60.287758,0.475286,0.020701,5.790831,5.790831,5.790831,5.790831,0.015917,0.00116,1.338846,8.344577,0.164571,-8.357643,1.0,0.968951,1.519377,1.215151,1.379721,0.164571,15360.0,3.064847,1.214721,1.807696,0.592975,1008.0,14883.089844,1024.0,1024.0,159.244324,50600,64.0,1999.3
0,51400,2900,832.185,30.756,68.707413,57.835526,0.52665,0.020767,5.85661,5.85661,5.85661,5.85661,0.018887,0.001344,1.313714,8.346758,0.161781,-8.338554,1.0,0.967678,1.560352,1.234442,1.396223,0.161781,15360.0,3.360413,1.233557,1.901893,0.668336,1008.0,14863.53125,1024.0,1024.0,129.107925,51400,64.0,1999.3
0,52200,2950,845.932,30.756,81.099823,69.920639,0.532206,0.020881,6.022353,6.022353,6.022353,6.022353,0.016012,0.001588,1.333887,8.34621,0.164594,-8.338939,1.0,0.96673,1.642595,1.254506,1.4191,0.164594,15360.0,3.41678,1.250943,1.942239,0.691296,1008.0,14848.969727,1024.0,1024.0,117.979362,52200,64.0,1999.3
0,53000,3000,859.588,30.756,70.568077,59.11235,0.510182,0.020678,6.279119,6.279119,6.279119,6.279119,0.016529,0.001113,1.314324,8.346594,0.161236,-8.351528,1.0,0.969612,1.67929,1.277,1.438236,0.161236,15360.0,3.414064,1.276154,1.936312,0.660158,1008.0,14893.240234,1024.0,1024.0,131.708435,53000,64.0,1999.3
0,53800,3050,873.242,30.756,74.429977,63.09296,0.526229,0.020786,6.121665,6.121665,6.121665,6.121665,0.016561,0.00127,1.292345,8.340445,0.15927,-8.322206,1.0,0.968535,1.703552,1.299527,1.458797,0.15927,15360.0,3.534246,1.298498,1.972119,0.673621,1008.0,14876.69043,1024.0,1024.0,158.423294,53800,64.0,1999.3
0,54600,3100,886.921,30.756,73.513512,61.770477,0.538811,0.020656,6.370849,6.370849,6.370849,6.370849,0.01641,0.001002,1.323544,8.324089,0.163304,-8.309298,1.0,0.969967,1.731949,1.324662,1.487966,0.163304,15360.0,3.733808,1.323724,2.038067,0.714342,1008.0,14898.695312,1024.0,1024.0,159.554153,54600,64.0,1999.3
0,55400,3150,900.672,30.756,72.131638,60.489124,0.510733,0.020638,6.395086,6.395086,6.395086,6.395086,0.01387,0.00096,1.297009,8.3031,0.160082,-8.304809,1.0,0.969739,1.726224,1.349889,1.509971,0.160082,15360.0,3.511039,1.349711,1.983323,0.633612,1008.0,14895.189453,1024.0,1024.0,92.30957,55400,64.0,1999.3
0,56200,3200,914.414,30.756,68.451202,56.947395,0.498505,0.020566,6.312592,6.312592,6.312592,6.312592,0.0148,0.000686,1.262361,8.262683,0.156566,-8.249063,1.0,0.972252,1.708695,1.375183,1.531748,0.156566,15360.0,3.56611,1.374635,2.005784,0.631149,1008.0,14933.783203,1024.0,1024.0,105.08432,56200,64.0,1999.3
0,57000,3250,928.081,30.756,68.813461,57.18486,0.475883,0.020636,6.508898,6.508898,6.508898,6.508898,0.013698,0.00091,1.242349,8.173052,0.155933,-8.178879,1.0,0.970005,1.692208,1.400854,1.556788,0.155933,15360.0,3.459146,1.400561,1.999628,0.599067,1008.0,14899.275391,1024.0,1024.0,99.18187,57000,64.0,1999.3
0,57800,3300,941.781,30.756,71.711945,59.840431,0.51937,0.020624,6.516152,6.516152,6.516152,6.516152,0.015492,0.0009,1.313564,8.095676,0.166518,-8.101018,1.0,0.969152,1.711507,1.426851,1.593369,0.166518,15360.0,3.79557,1.426485,2.116251,0.689766,1008.0,14886.168945,1024.0,1024.0,136.324951,57800,64.0,1999.3
0,58600,3350,955.484,30.756,68.224823,56.804176,0.439422,0.020571,6.385813,6.385813,6.385813,6.385813,0.011841,0.000709,1.289632,7.974675,0.166813,-7.944942,1.0,0.969565,1.691543,1.452602,1.619415,0.166813,15360.0,3.183581,1.45231,1.998104,0.545794,1008.0,14892.519531,1024.0,1024.0,156.717865,58600,64.0,1999.3
0,59400,3400,969.224,30.756,71.735786,60.214882,0.47776,0.020658,6.452577,6.452577,6.452577,6.452577,0.01275,0.000991,1.284612,8.025957,0.164877,-8.034782,1.0,0.968271,1.657287,1.477441,1.642319,0.164877,15360.0,3.275832,1.475991,2.065697,0.589706,1008.0,14872.640625,1024.0,1024.0,114.115768,59400,64.0,1999.3
0,60200,3450,982.881,30.756,70.424332,58.907257,0.446182,0.020579,6.467454,6.467454,6.467454,6.467454,0.012956,0.000708,1.332707,7.878879,0.174895,-7.869286,1.0,0.970287,1.662979,1.502183,1.677078,0.174895,15360.0,3.134762,1.499382,2.070856,0.571474,1008.0,14903.614258,1024.0,1024.0,154.36702,60200,64.0,1999.3
0,61000,3500,996.641,30.756,65.537178,53.922707,0.503613,0.020552,6.466082,6.466082,6.466082,6.466082,0.015315,0.000615,1.345071,7.924905,0.175861,-7.904366,1.0,0.971115,1.619269,1.527065,1.702926,0.175861,15360.0,3.377579,1.525593,2.187864,0.66227,1008.0,14916.333008,1024.0,1024.0,114.490685,61000,64.0,1999.3
0,61800,3550,1010.289,30.756,68.002533,56.223053,0.492282,0.020617,6.700161,6.700161,6.700161,6.700161,0.013931,0.000866,1.359996,7.765222,0.18194,-7.758336,1.0,0.968683,1.57875,1.550986,1.732925,0.18194,15360.0,3.192184,1.548906,2.181807,0.632901,1008.0,14878.962891,1024.0,1024.0,128.78804,61800,64.0,1999.3
0,62600,3600,1023.969,30.756,68.635124,57.115273,0.506618,0.020526,6.514396,6.514396,6.514396,6.514396,0.015102,0.000571,1.371831,7.890836,0.179746,-7.899925,1.0,0.971308,1.509051,1.574209,1.753955,0.179746,15360.0,3.153316,1.571409,2.238773,0.667364,1008.0,14919.283203,1024.0,1024.0,128.557053,62600,64.0,1999.3
0,63400,3650,1037.733,30.756,72.845398,61.115971,0.507651,0.020624,6.856672,6.856672,6.856672,6.856672,0.015139,0.000784,1.316042,7.823267,0.17489,-7.808912,1.0,0.969793,1.41103,1.595803,1.770692,0.17489,15360.0,3.105792,1.595187,2.258555,0.663368,1008.0,14896.021484,1024.0,1024.0,113.17588,63400,64.0,1999.3
0,64200,3700,1051.472,30.756,64.710739,53.157169,0.476262,0.020563,6.540006,6.540006,6.540006,6.540006,0.01287,0.00071,1.427106,7.741804,0.192104,-7.742196,1.0,0.970243,1.528941,1.617567,1.80967,0.192104,15360.0,3.022332,1.613332,2.261324,0.647992,1008.0,14902.929688,1024.0,1024.0,145.958679,64200,64.0,1999.3
0,65000,3750,1065.137,30.756,65.513466,53.83947,0.459857,0.020529,6.598877,6.598877,6.598877,6.598877,0.011189,0.000557,1.446506,7.34771,0.204152,-7.350234,1.0,0.970672,1.611707,1.642225,1.846377,0.204152,15360.0,2.922095,1.639108,2.255509,0.6164,1008.0,14909.527344,1024.0,1024.0,101.38131,65000,64.0,1999.3
