env_step,gradient_step,elapsed_s,total,rec,rew,con,dyn,rep,dyn_raw,rep_raw,reward_mae,cont_mae,policy,policy_entropy,policy_adv_mag,policy_logp_mean,policy_retnorm_scale,policy_weight_mean,value,value_value_mean,value_target_mean,value_value_mae,value_positions,repval,repval_value_mean,repval_target_mean,repval_value_mae,repval_positions,weight_sum,imagination_starts,train_positions,grad_norm,replay_occupancy,realized_train_ratio,peak_vram_mib
131400,7900,2775.798,8.469271,3.887561,0.504217,0.020463,1.641575,1.641575,1.4608,1.4608,0.02657,0.000283,0.15017,0.854055,0.20591,-0.861831,2.02847,0.976237,1.458398,6.804828,7.193024,0.417681,15360.0,2.14243,6.797024,7.901112,1.128993,1008.0,14994.998047,1024.0,1024.0,32.11414,131400,64.0,1997.2
132200,7950,2792.517,8.239231,3.438334,0.567287,0.020466,1.564331,1.564331,1.392324,1.392324,0.033103,0.000299,0.163223,0.857877,0.222724,-0.859182,2.033243,0.97577,1.516087,7.013391,7.444958,0.452852,15360.0,2.71023,6.987583,8.662482,1.719357,1008.0,14987.832031,1024.0,1024.0,38.054638,132200,64.0,1997.2
133000,8000,2809.152,7.809282,2.821198,0.626775,0.020461,1.564056,1.564056,1.393877,1.393877,0.037276,0.000268,0.201946,0.855796,0.2754,-0.856368,1.962314,0.976077,1.609949,7.156348,7.67856,0.540422,15360.0,2.694967,7.149686,8.800022,1.672756,1008.0,14992.544922,1024.0,1024.0,26.051699,133000,64.0,1997.2
133800,8050,2825.705,7.465882,2.697493,0.589835,0.020459,1.604857,1.604857,1.433178,1.433178,0.031685,0.000258,0.138956,0.832624,0.198202,-0.828345,1.960176,0.975493,1.553793,7.241492,7.612878,0.388511,15360.0,2.333344,7.23844,8.391918,1.178733,1008.0,14983.576172,1024.0,1024.0,48.836796,133800,64.0,1997.2
134600,8100,2842.54,9.486028,4.450384,0.74746,0.02046,1.635233,1.635233,1.481745,1.481745,0.045519,0.000268,0.130856,0.814474,0.193186,-0.815985,1.962517,0.976349,1.546685,7.170121,7.516292,0.37913,15360.0,2.638088,7.151886,8.667988,1.56811,1008.0,14996.724609,1024.0,1024.0,47.079243,134600,64.0,1997.2
135400,8150,2859.196,8.245293,3.878344,0.428234,0.020462,1.614486,1.614486,1.48352,1.48352,0.017413,0.00027,0.101802,0.899506,0.143875,-0.898884,1.941375,0.975756,1.458266,7.246157,7.49083,0.279316,15360.0,1.940841,7.235036,7.933895,0.785513,1008.0,14987.614258,1024.0,1024.0,52.512581,135400,64.0,1997.2
136200,8200,2876.197,9.954071,4.706266,0.66768,0.020463,1.83214,1.83214,1.650183,1.650183,0.044257,0.00028,0.151703,0.812946,0.219377,-0.809631,1.962226,0.975872,1.58113,7.356728,7.757736,0.430467,15360.0,2.704913,7.350352,8.82066,1.508864,1008.0,14989.388672,1024.0,1024.0,39.96912,136200,64.0,1997.2
137000,8250,2893.046,7.782188,2.735352,0.605299,0.020456,1.642894,1.642894,1.460815,1.460815,0.031901,0.00024,0.153325,0.810485,0.206146,-0.818937,1.990297,0.975909,1.660321,7.574203,7.971529,0.410291,15360.0,2.667508,7.572741,9.083442,1.545848,1008.0,14989.959961,1024.0,1024.0,46.87038,137000,64.0,1997.2
137800,8300,2909.706,9.851854,4.789159,0.58289,0.020461,1.789289,1.789289,1.688336,1.688336,0.029276,0.000263,0.157745,0.818417,0.222519,-0.813937,1.97232,0.976154,1.553435,7.477526,7.88878,0.438878,15360.0,2.59982,7.453109,8.900079,1.477479,1008.0,14993.720703,1024.0,1024.0,94.252945,137800,64.0,1997.2
138600,8350,2926.543,8.376627,3.439632,0.528621,0.020462,1.827845,1.827845,1.697753,1.697753,0.032829,0.000271,0.155459,0.800898,0.228283,-0.792923,1.978328,0.975774,1.530763,7.536278,7.952831,0.451619,15360.0,2.303535,7.527645,8.637234,1.205847,1008.0,14987.893555,1024.0,1024.0,55.66851,138600,64.0,1997.2
139400,8400,2943.182,8.369303,3.394242,0.582803,0.020455,1.723728,1.723728,1.550087,1.550087,0.036514,0.00023,0.162507,0.823827,0.233884,-0.823142,2.024761,0.975957,1.529011,7.666049,8.110719,0.473559,15360.0,2.613946,7.655791,9.171683,1.601157,1008.0,14990.695312,1024.0,1024.0,39.357521,139400,64.0,1997.2
140200,8450,2960.012,7.547866,3.061128,0.552827,0.020455,1.501589,1.501589,1.320943,1.320943,0.035053,0.000226,0.130945,0.847465,0.204614,-0.84782,2.028682,0.976289,1.454032,7.729582,8.108042,0.415097,15360.0,2.255776,7.721326,8.982147,1.312291,1008.0,14995.802734,1024.0,1024.0,50.817791,140200,64.0,1997.2
141000,8500,2976.813,7.084801,2.411244,0.656218,0.020458,1.551089,1.551089,1.373585,1.373585,0.042721,0.000245,0.19957,0.821489,0.269401,-0.823215,2.044677,0.975703,1.414705,7.934854,8.468241,0.550838,15360.0,2.254692,7.941199,9.304667,1.3763,1008.0,14986.800781,1024.0,1024.0,51.786228,141000,64.0,1997.2
141800,8550,2993.641,9.452105,4.653077,0.561605,0.020462,1.831885,1.831885,1.688964,1.688964,0.030326,0.000278,0.159959,0.847636,0.221257,-0.846276,2.05863,0.975679,1.320075,7.826881,8.250723,0.455485,15360.0,2.406177,7.800552,9.328354,1.597615,1008.0,14986.425781,1024.0,1024.0,36.756908,141800,64.0,1997.2
142600,8600,3010.712,8.395042,4.154682,0.560931,0.020458,1.625021,1.625021,1.450085,1.450085,0.02635,0.000254,0.112119,0.892722,0.15363,-0.883898,2.057958,0.976069,1.147435,7.980147,8.2631,0.316163,15360.0,2.039645,7.97002,9.158504,1.21642,1008.0,14992.417969,1024.0,1024.0,42.827488,142600,64.0,1997.2
143400,8650,3027.799,6.831733,2.600381,0.564148,0.020455,1.583738,1.583738,1.385321,1.385321,0.027766,0.000227,0.144075,0.833932,0.197903,-0.823106,2.078356,0.975996,1.166884,8.131196,8.528017,0.411313,15360.0,1.978923,8.125169,9.375231,1.251452,1008.0,14991.300781,1024.0,1024.0,37.604633,143400,64.0,1997.2
144200,8700,3044.947,6.704092,2.568101,0.554786,0.020453,1.4768,1.4768,1.270625,1.270625,0.027497,0.000208,0.138289,0.837352,0.189257,-0.832523,2.081452,0.976217,1.186824,8.185433,8.560285,0.393929,15360.0,2.037196,8.179488,9.456222,1.312371,1008.0,14994.6875,1024.0,1024.0,58.253036,144200,64.0,1997.2
145000,8750,3062.017,6.271749,2.123993,0.590899,0.020453,1.431196,1.431196,1.222672,1.222672,0.032717,0.000216,0.138007,0.872989,0.187619,-0.873741,2.075571,0.976655,1.221884,8.194631,8.565559,0.389416,15360.0,2.007322,8.191794,9.349436,1.201149,1008.0,15001.417969,1024.0,1024.0,83.882126,145000,64.0,1997.2
145800,8800,3078.955,7.471297,2.602619,0.613906,0.020458,1.612335,1.612335,1.421415,1.421415,0.033462,0.000243,0.216605,0.827149,0.284668,-0.824034,2.084306,0.976308,1.448366,8.333066,8.914039,0.593336,15360.0,2.652588,8.333322,10.237769,1.925872,1008.0,14996.083984,1024.0,1024.0,28.374954,145800,64.0,1997.2
146600,8850,3095.965,6.95993,2.333994,0.595496,0.020455,1.521022,1.521022,1.33662,1.33662,0.032486,0.000224,0.181854,0.830051,0.238281,-0.84357,2.061318,0.976055,1.418393,8.446218,8.91992,0.491173,15360.0,2.455383,8.449148,10.07203,1.631077,1008.0,14992.208984,1024.0,1024.0,34.310627,146600,64.0,1997.2
147400,8900,3113.094,9.088235,4.601124,0.528442,0.020459,1.68194,1.68194,1.542438,1.542438,0.029024,0.000251,0.10145,0.846616,0.160036,-0.852884,2.077777,0.975689,1.353534,8.196697,8.466196,0.332518,15360.0,2.110308,8.185266,9.319643,1.23345,1008.0,14986.589844,1024.0,1024.0,46.686672,147400,64.0,1997.2
148200,8950,3130.12,6.630981,2.021821,0.640635,0.020453,1.518449,1.518449,1.333766,1.333766,0.037124,0.000211,0.13023,0.793903,0.176861,-0.793487,2.164365,0.9763,1.457082,8.602363,8.977124,0.382791,15360.0,2.301551,8.593181,9.933645,1.343951,1008.0,14995.962891,1024.0,1024.0,36.568287,148200,64.0,1997.2
149000,9000,3147.262,9.318811,5.241848,0.48447,0.020457,1.52071,1.52071,1.360956,1.360956,0.022696,0.000231,0.074234,0.889518,0.118626,-0.896212,2.258465,0.97602,1.286981,8.218522,8.4319,0.267912,15360.0,1.793466,8.175632,8.943958,0.861361,1008.0,14991.660156,1024.0,1024.0,49.585014,149000,64.0,1997.2
149800,9050,3164.257,7.689106,2.69321,0.655928,0.020454,1.563871,1.563871,1.359401,1.359401,0.042199,0.000214,0.210405,0.915131,0.242773,-0.916652,2.332307,0.976176,1.572876,8.746585,9.285692,0.566222,15360.0,2.719918,8.739086,10.492429,1.84172,1008.0,14994.069336,1024.0,1024.0,44.235577,149800,64.0,1997.2
150600,9100,3200.667,6.581144,1.860079,0.597161,0.020451,1.414036,1.414036,1.19197,1.19197,0.034605,0.000194,0.200265,0.953391,0.22151,-0.949679,2.410052,0.976039,1.544124,8.93769,9.4633,0.533851,15360.0,2.678749,8.935563,10.583877,1.660771,1008.0,14991.953125,1024.0,1024.0,72.991127,150600,64.0,1997.2
151400,9150,3217.709,6.904386,2.480742,0.623932,0.02045,1.378927,1.378927,1.202745,1.202745,0.033693,0.000188,0.125001,0.863125,0.155856,-0.870934,2.432233,0.976104,1.412784,8.895451,9.254725,0.379079,15360.0,2.415524,8.8742,10.262259,1.416646,1008.0,14992.949219,1024.0,1024.0,43.76099,151400,64.0,1997.2
152200,9200,3234.629,7.159555,2.741755,0.508757,0.020452,1.623513,1.623513,1.432604,1.432604,0.021195,0.000206,0.111599,0.902351,0.143375,-0.900153,2.42413,0.975995,1.39741,9.019385,9.337183,0.347559,15360.0,1.979057,9.000731,10.011269,1.028727,1008.0,14991.289062,1024.0,1024.0,44.633514,152200,64.0,1997.2
153000,9250,3251.642,7.911629,3.258985,0.585048,0.020454,1.644089,1.644089,1.444718,1.444718,0.033114,0.000214,0.154336,0.967524,0.187065,-0.962267,2.402052,0.975937,1.376457,9.148286,9.560639,0.44934,15360.0,2.359504,9.156547,10.580576,1.495556,1008.0,14990.386719,1024.0,1024.0,42.465996,153000,64.0,1997.2
153800,9300,3268.446,7.645164,3.246182,0.54961,0.020453,1.488975,1.488975,1.296233,1.296233,0.028865,0.000209,0.126795,0.873656,0.173338,-0.877718,2.470057,0.975852,1.3618,9.064221,9.454535,0.428154,15360.0,2.341505,9.034004,10.381233,1.425278,1008.0,14989.083984,1024.0,1024.0,42.557384,153800,64.0,1997.2
154600,9350,3285.472,7.917343,3.01814,0.62958,0.020452,1.562606,1.562606,1.427469,1.427469,0.035926,0.000204,0.220659,0.847855,0.27095,-0.848635,2.458128,0.976442,1.471739,9.375444,10.026228,0.66603,15360.0,2.793018,9.376134,11.612747,2.247616,1008.0,14998.140625,1024.0,1024.0,46.997032,154600,64.0,1997.2
155400,9400,3302.558,7.402847,3.035215,0.621885,0.020452,1.666466,1.666466,1.460953,1.460953,0.037722,0.000199,0.10858,0.785697,0.157109,-0.781516,2.45346,0.976359,1.130484,9.320144,9.671645,0.38546,15360.0,2.177062,9.293074,10.703199,1.477728,1008.0,14996.866211,1024.0,1024.0,31.755545,155400,64.0,1997.2
156200,9450,3319.493,7.253332,3.175044,0.586938,0.020451,1.617971,1.617971,1.418308,1.418308,0.033273,0.000194,0.092677,0.803821,0.150606,-0.797539,2.453496,0.976456,1.043095,9.427858,9.740139,0.369511,15360.0,1.851195,9.41722,10.612713,1.244895,1008.0,14998.355469,1024.0,1024.0,40.098301,156200,64.0,1997.2
157000,9500,3336.512,7.478396,3.607364,0.521229,0.020452,1.534712,1.534712,1.352943,1.352943,0.028817,0.000203,0.080123,0.784005,0.134569,-0.777786,2.421117,0.976113,1.038874,9.27445,9.544228,0.325807,15360.0,1.740565,9.23465,10.214868,1.091435,1008.0,14993.099609,1024.0,1024.0,35.14566,157000,64.0,1997.2
157800,9550,3353.177,6.586232,2.572258,0.600574,0.020452,1.503217,1.503217,1.288579,1.288579,0.037422,0.000203,0.118424,0.804413,0.17125,-0.802265,2.452657,0.975795,1.083114,9.612126,9.997551,0.420018,15360.0,1.792904,9.602139,10.71262,1.202639,1008.0,14988.216797,1024.0,1024.0,39.472134,157800,64.0,1997.2
158600,9600,3369.82,6.546498,2.706929,0.504675,0.020451,1.514268,1.514268,1.34194,1.34194,0.022215,0.000202,0.083364,0.841102,0.129969,-0.834115,2.36563,0.975889,1.058954,9.646986,9.90043,0.307459,15360.0,1.688098,9.62493,10.553729,1.053519,1008.0,14989.654297,1024.0,1024.0,46.782871,158600,64.0,1997.2
159400,9650,3386.626,6.518853,2.462177,0.579012,0.020451,1.500575,1.500575,1.287971,1.287971,0.034476,0.000194,0.096253,0.816463,0.15289,-0.81868,2.397818,0.9759,1.134303,9.743108,10.060315,0.366602,15360.0,1.920084,9.729706,10.864759,1.275588,1008.0,14989.825195,1024.0,1024.0,38.174965,159400,64.0,1997.2
160200,9700,3403.263,6.547664,2.412421,0.572341,0.020452,1.497688,1.497688,1.282482,1.282482,0.03289,0.000196,0.124558,0.813585,0.173283,-0.815842,2.365611,0.975515,1.226667,9.90327,10.286986,0.409921,15360.0,1.812563,9.891307,10.898041,1.1135,1008.0,14983.907227,1024.0,1024.0,60.986523,160200,64.0,1997.2
161000,9750,3420.194,5.784611,1.678118,0.615749,0.020449,1.427868,1.427868,1.179264,1.179264,0.03637,0.000172,0.077936,0.78753,0.104152,-0.791693,2.44364,0.97582,1.272241,9.99895,10.244437,0.25451,15360.0,1.831544,9.988151,10.975236,1.037131,1008.0,14988.589844,1024.0,1024.0,37.285282,161000,64.0,1997.2
161800,9800,3436.919,5.952542,1.800111,0.587436,0.020449,1.331571,1.331571,1.095397,1.095397,0.032423,0.000171,0.124366,0.816242,0.161963,-0.81539,2.453097,0.97604,1.347116,10.074815,10.454945,0.39731,15360.0,2.027789,10.045787,11.321613,1.31386,1008.0,14991.979492,1024.0,1024.0,16.5425,161800,64.0,1997.2
162600,9850,3453.669,7.509314,3.221154,0.553197,0.02045,1.523431,1.523431,1.30412,1.30412,0.02498,0.000177,0.100173,0.848077,0.144252,-0.849958,2.494952,0.976245,1.313969,9.937492,10.253534,0.359903,15360.0,2.081984,9.907712,11.093055,1.285457,1008.0,14995.119141,1024.0,1024.0,38.812996,162600,64.0,1997.2
163400,9900,3470.579,6.930666,2.648263,0.592078,0.020448,1.416627,1.416627,1.234558,1.234558,0.03336,0.000164,0.097319,0.802302,0.131537,-0.793274,2.56981,0.976093,1.35661,10.161385,10.484809,0.338024,15360.0,2.192195,10.126326,11.390488,1.319025,1008.0,14992.78418,1024.0,1024.0,44.208336,163400,64.0,1997.2
164200,9950,3487.587,7.859455,3.234984,0.775298,0.020451,1.597283,1.597283,1.372425,1.372425,0.049173,0.000191,0.065609,0.800055,0.098925,-0.807052,2.644757,0.976296,1.375389,10.234282,10.454041,0.261632,15360.0,2.102374,10.164233,11.229741,1.169025,1008.0,14995.90625,1024.0,1024.0,48.102497,164200,64.0,1997.2
165000,10000,3504.546,7.066264,2.849178,0.489679,0.020449,1.47682,1.47682,1.272129,1.272129,0.021709,0.000168,0.118188,0.839435,0.149751,-0.848143,2.681078,0.976206,1.337365,10.456403,10.831914,0.401495,15360.0,2.089676,10.417722,11.611006,1.235564,1008.0,14994.525391,1024.0,1024.0,59.95322,165000,64.0,1997.2
165800,10050,3521.645,5.798827,1.789703,0.488396,0.020447,1.365173,1.365173,1.148889,1.148889,0.018996,0.000157,0.102232,0.898208,0.120507,-0.890908,2.725877,0.976309,1.322202,10.713616,11.024076,0.328487,15360.0,1.913855,10.692416,11.702187,1.054146,1008.0,14996.105469,1024.0,1024.0,50.17754,165800,64.0,1997.2
166600,10100,3538.677,7.442036,2.987461,0.631511,0.020449,1.554849,1.554849,1.380479,1.380479,0.02961,0.000167,0.103889,0.871725,0.140891,-0.87227,2.734614,0.976043,1.301923,10.853679,11.174009,0.385284,15360.0,2.288235,10.887437,12.321565,1.467306,1008.0,14992.020508,1024.0,1024.0,55.353207,166600,64.0,1997.2
167400,10150,3555.827,6.519534,2.684886,0.507223,0.020448,1.391702,1.391702,1.155708,1.155708,0.0203,0.000167,0.0781,0.844614,0.112506,-0.848694,2.747444,0.97605,1.174034,10.808805,11.062738,0.309105,15360.0,1.746568,10.772209,11.565849,0.940009,1008.0,14992.126953,1024.0,1024.0,29.932957,167400,64.0,1997.2
168200,10200,3572.869,6.227909,2.232324,0.626442,0.020448,1.432547,1.432547,1.210677,1.210677,0.037355,0.000159,0.105718,0.915254,0.125743,-0.91274,2.820125,0.976323,1.096156,11.042971,11.369699,0.354611,15360.0,1.903398,11.025659,12.152779,1.184355,1008.0,14996.321289,1024.0,1024.0,25.256279,168200,64.0,1997.2
169000,10250,3590.027,5.725035,1.981293,0.477399,0.020447,1.373076,1.373076,1.152141,1.152141,0.020594,0.000157,0.120065,1.019578,0.131557,-1.015452,2.845065,0.975687,1.106284,11.075033,11.399555,0.374287,15360.0,1.69721,11.028783,12.002639,1.041507,1008.0,14986.556641,1024.0,1024.0,28.949928,169000,64.0,1997.2
169800,10300,3607.001,5.618076,1.517812,0.681962,0.020447,1.309934,1.309934,1.055125,1.055125,0.040546,0.000149,0.227686,1.024952,0.219139,-1.029423,2.809319,0.975992,1.087407,11.403067,12.009257,0.61563,15360.0,2.139447,11.396095,13.225088,1.833881,1008.0,14991.242188,1024.0,1024.0,37.278446,169800,64.0,1997.2
170600,10350,3624.18,5.813578,2.265686,0.597265,0.020447,1.310984,1.310984,1.074989,1.074989,0.032238,0.000148,0.084358,0.875502,0.106849,-0.883787,2.878408,0.976077,0.885378,11.190698,11.456067,0.307554,15360.0,1.727874,11.140038,12.262185,1.225895,1008.0,14992.535156,1024.0,1024.0,37.495716,170600,64.0,1997.2
171400,10400,3641.222,7.135251,3.260584,0.525419,0.020447,1.616119,1.616119,1.428046,1.428046,0.021142,0.000152,0.087874,0.855524,0.112713,-0.865224,2.922509,0.976303,0.970077,11.187417,11.460795,0.329404,15360.0,1.643731,11.170739,12.208017,1.189515,1008.0,14996.016602,1024.0,1024.0,59.488316,171400,64.0,1997.2
172200,10450,3658.368,5.078319,1.385936,0.682401,0.020446,1.230576,1.230576,0.994466,0.994466,0.036315,0.000141,0.102642,0.861975,0.121349,-0.867548,2.917838,0.976338,0.951,11.578909,11.914209,0.354077,15360.0,1.940867,11.569883,13.14392,1.580943,1008.0,14996.549805,1024.0,1024.0,28.988745,172200,64.0,1997.2
173000,10500,3675.47,6.876439,3.039268,0.534625,0.020447,1.537788,1.537788,1.334775,1.334775,0.029739,0.000153,0.06604,0.827318,0.090212,-0.835478,2.892623,0.975729,1.049594,11.234927,11.440772,0.260948,15360.0,1.582993,11.190685,11.951385,0.949027,1008.0,14987.203125,1024.0,1024.0,56.048817,173000,64.0,1997.2
173800,10550,3692.536,5.786203,2.215737,0.480841,0.020448,1.365942,1.365942,1.160103,1.160103,0.023848,0.000156,0.070026,0.858114,0.101344,-0.862211,2.822773,0.97649,1.046777,11.490515,11.719584,0.286071,15360.0,1.499461,11.443785,12.215769,0.900597,1008.0,14998.883789,1024.0,1024.0,36.390751,173800,64.0,1997.2
174600,10600,3709.61,7.449394,3.333611,0.545212,0.020449,1.61336,1.61336,1.441351,1.441351,0.027838,0.000167,0.089279,0.865256,0.124952,-0.862373,2.813255,0.976098,1.187914,11.532109,11.811286,0.351521,15360.0,1.660773,11.506034,12.342663,1.014091,1008.0,14992.867188,1024.0,1024.0,48.106205,174600,64.0,1997.2
175400,10650,3747.044,8.192346,4.141518,0.490794,0.020448,1.622864,1.622864,1.459615,1.459615,0.025803,0.000164,0.09518,0.84424,0.127383,-0.842768,2.920654,0.976155,1.168942,11.526838,11.845038,0.372041,15360.0,1.634376,11.485232,12.221919,0.989754,1008.0,14993.734375,1024.0,1024.0,52.25774,175400,64.0,1997.2
176200,10700,3764.028,5.843553,1.797593,0.665198,0.020446,1.306694,1.306694,1.03489,1.03489,0.035386,0.000135,0.077676,0.770741,0.108418,-0.766853,2.948106,0.97627,1.258605,12.106777,12.402804,0.319627,15360.0,1.955572,12.093175,13.396532,1.325564,1008.0,14995.511719,1024.0,1024.0,43.165913,176200,64.0,1997.2
177000,10750,3781.044,6.253234,2.13187,0.607261,0.020446,1.38088,1.38088,1.150104,1.150104,0.034234,0.000136,0.086297,0.762379,0.126083,-0.763914,2.931592,0.976012,1.313947,12.107582,12.443579,0.369625,15360.0,1.914819,12.072984,13.211746,1.205972,1008.0,14991.536133,1024.0,1024.0,31.094015,177000,64.0,1997.2
177800,10800,3797.983,7.176406,2.679815,0.677965,0.020447,1.504928,1.504928,1.32277,1.32277,0.040148,0.000155,0.102919,0.753822,0.146795,-0.759662,3.051332,0.976348,1.391788,12.11637,12.516301,0.44792,15360.0,2.160172,12.068677,13.388474,1.451953,1008.0,14996.710938,1024.0,1024.0,29.521837,177800,64.0,1997.2
178600,10850,3814.849,7.154782,2.81066,0.568704,0.020447,1.473618,1.473618,1.254165,1.254165,0.026896,0.000148,0.125274,0.8388,0.140428,-0.830132,3.087781,0.976028,1.34793,12.445865,12.860195,0.433612,15360.0,2.202629,12.389267,13.868599,1.532682,1008.0,14991.787109,1024.0,1024.0,38.132458,178600,64.0,1997.2
179400,10900,3831.756,5.62172,1.596523,0.570555,0.020445,1.386821,1.386821,1.094765,1.094765,0.030271,0.000131,0.083704,0.834228,0.106658,-0.833229,3.132903,0.976012,1.289891,12.758515,13.071035,0.334151,15360.0,1.783664,12.718407,13.581903,0.948462,1008.0,14991.546875,1024.0,1024.0,37.438976,179400,64.0,1997.2
180200,10950,3848.586,6.138884,1.926951,0.69429,0.020446,1.393848,1.393848,1.134542,1.134542,0.042328,0.000139,0.101318,0.912297,0.112808,-0.906033,3.211392,0.976171,1.251871,12.739053,13.071526,0.362271,15360.0,2.03592,12.697927,13.984545,1.338522,1008.0,14993.986328,1024.0,1024.0,20.298389,180200,64.0,1997.2
181000,11000,3865.493,6.317486,2.193404,0.731487,0.020446,1.364758,1.364758,1.139426,1.139426,0.043238,0.000134,0.076681,0.843223,0.098459,-0.837991,3.246242,0.97623,1.147994,12.854748,13.122422,0.319621,15360.0,2.15414,12.832639,14.296763,1.505527,1008.0,14994.892578,1024.0,1024.0,54.482124,181000,64.0,1997.2
181800,11050,3882.184,5.417337,1.703084,0.594921,0.020445,1.337225,1.337225,1.134866,1.134866,0.032059,0.000125,0.087137,0.96176,0.097522,-0.957472,3.181683,0.976092,1.028928,13.041436,13.317508,0.310284,15360.0,1.706251,13.015255,14.038937,1.12155,1008.0,14992.768555,1024.0,1024.0,31.038662,181800,64.0,1997.2
182600,11100,3899.313,6.099083,2.33704,0.507887,0.020446,1.440828,1.440828,1.335411,1.335411,0.025677,0.000144,0.082087,0.891486,0.117657,-0.888999,3.256877,0.97607,1.025681,12.736639,12.997234,0.383195,15360.0,1.803429,12.72427,13.69342,1.261473,1008.0,14992.427734,1024.0,1024.0,40.514011,182600,64.0,1997.2
183400,11150,3916.175,7.404576,3.65368,0.470335,0.020447,1.542054,1.542054,1.328224,1.328224,0.024881,0.000144,0.085892,0.841381,0.117019,-0.843444,3.387413,0.976443,1.004104,12.591742,12.890812,0.396391,15360.0,1.579531,12.517756,13.264313,1.079151,1008.0,14998.160156,1024.0,1024.0,39.89904,183400,64.0,1997.2
184200,11200,3933.072,6.975811,2.899076,0.662931,0.020447,1.653378,1.653378,1.441145,1.441145,0.044911,0.000145,0.123247,0.933428,0.1375,-0.932498,3.500003,0.976109,0.910199,13.304995,13.722411,0.48125,15360.0,1.803991,13.281116,14.722669,1.577116,1008.0,14993.033203,1024.0,1024.0,46.543304,184200,64.0,1997.2
185000,11250,3950.015,6.695796,2.838727,0.618084,0.020447,1.523553,1.523553,1.341132,1.341132,0.035844,0.000147,0.116278,1.039083,0.125865,-1.035794,3.543794,0.976067,0.963109,13.259396,13.616186,0.44604,15360.0,1.544143,13.223089,14.22002,1.222677,1008.0,14992.394531,1024.0,1024.0,46.824165,185000,64.0,1997.2
185800,11300,3966.714,4.988365,1.414356,0.648966,0.020444,1.238861,1.238861,0.8999,0.8999,0.041047,0.000117,0.132663,1.118515,0.120342,-1.123524,3.533333,0.976142,0.958519,13.662958,14.059168,0.42521,15360.0,1.502231,13.656997,14.808976,1.201085,1008.0,14993.536133,1024.0,1024.0,21.587557,185800,64.0,1997.2
186600,11350,3983.83,6.862926,2.762922,0.583138,0.020446,1.601967,1.601967,1.403953,1.403953,0.035201,0.000144,0.112561,0.966788,0.111469,-0.970064,3.685576,0.976285,1.053735,13.480306,13.848374,0.410826,15360.0,1.893202,13.440213,14.752917,1.547745,1008.0,14995.740234,1024.0,1024.0,43.383286,186600,64.0,1997.2
187400,11400,4000.485,6.801476,2.856819,0.551663,0.020446,1.483753,1.483753,1.275735,1.275735,0.02517,0.000133,0.116538,0.788251,0.133432,-0.785935,3.569083,0.976173,1.09108,13.670925,14.109013,0.476228,15360.0,1.776004,13.610167,14.894703,1.423941,1008.0,14994.023438,1024.0,1024.0,34.506557,187400,64.0,1997.2
188200,11450,4017.405,8.405105,4.307405,0.60823,0.020447,1.632896,1.632896,1.500496,1.500496,0.036,0.000146,0.06041,0.778557,0.096676,-0.782786,3.444919,0.97621,1.092439,13.212035,13.449376,0.33304,15360.0,1.733292,13.132376,14.012591,1.185478,1008.0,14994.587891,1024.0,1024.0,47.381454,188200,64.0,1997.2
189000,11500,4034.331,6.348852,2.466299,0.526752,0.020446,1.385888,1.385888,1.223183,1.223183,0.028389,0.000137,0.077908,0.79017,0.111357,-0.79655,3.48851,0.976091,1.205757,13.799086,14.102615,0.388469,15360.0,1.757376,13.762364,14.724839,1.194042,1008.0,14992.75293,1024.0,1024.0,59.676189,189000,64.0,1997.2
189800,11550,4051.333,6.357908,2.131776,0.616644,0.020445,1.316145,1.316145,1.103499,1.103499,0.03782,0.000127,0.152633,0.874523,0.155684,-0.878039,3.638704,0.976198,1.335906,14.262425,14.809303,0.566487,15360.0,2.175814,14.191463,15.840293,1.719954,1008.0,14994.404297,1024.0,1024.0,36.67284,189800,64.0,1997.2
190600,11600,4068.454,6.086167,2.111751,0.578615,0.020445,1.412742,1.412742,1.163604,1.163604,0.024853,0.000125,0.073033,0.763825,0.088459,-0.76599,3.737028,0.97591,1.252229,14.438619,14.738167,0.330573,15360.0,1.653596,14.387598,15.44189,1.084459,1008.0,14989.983398,1024.0,1024.0,23.861158,190600,64.0,1997.2
191400,11650,4085.526,5.544804,1.662925,0.562021,0.020444,1.323843,1.323843,1.122292,1.122292,0.030774,0.000117,0.06844,0.90635,0.07808,-0.904152,3.98906,0.976416,1.281415,14.60417,14.877401,0.311465,15360.0,1.644439,14.536852,15.391215,0.940539,1008.0,14997.755859,1024.0,1024.0,27.067274,191400,64.0,1997.2
192200,11700,4102.636,5.825862,1.6233,0.625649,0.020444,1.428311,1.428311,1.239816,1.239816,0.035507,0.000116,0.090514,0.820005,0.104888,-0.824802,3.998548,0.976096,1.273021,14.855405,15.243082,0.419398,15360.0,2.072639,14.769219,16.064981,1.48652,1008.0,14992.839844,1024.0,1024.0,30.924767,192200,64.0,1997.2
193000,11750,4119.8,6.748324,2.771194,0.510354,0.020445,1.50083,1.50083,1.334422,1.334422,0.022871,0.000128,0.057972,0.711532,0.08667,-0.714878,4.096476,0.976221,1.227305,14.486377,14.754663,0.355042,15360.0,1.700469,14.386829,15.152309,1.013669,1008.0,14994.757812,1024.0,1024.0,52.573643,193000,64.0,1997.2
