env_step,gradient_step,elapsed_s,total,rec,rew,con,dyn,rep,dyn_raw,rep_raw,reward_mae,cont_mae,policy,policy_entropy,policy_adv_mag,policy_logp_mean,policy_retnorm_scale,policy_weight_mean,value,value_value_mean,value_target_mean,value_value_mae,value_positions,repval,repval_value_mean,repval_target_mean,repval_value_mae,repval_positions,weight_sum,imagination_starts,train_positions,grad_norm,replay_occupancy,realized_train_ratio,peak_vram_mib
182600,11100,3899.027,50.918289,36.731621,0.523994,0.020447,9.29555,9.29555,9.29555,9.29555,0.016746,0.000156,1.619001,4.631905,0.357071,-4.635041,1.241569,0.975941,1.316062,10.21716,10.659977,0.443328,15360.0,1.606861,10.225388,10.937766,0.713724,1008.0,14990.457031,1024.0,1024.0,117.317673,182600,64.0,1999.3
183400,11150,3916.004,48.823925,34.925144,0.555799,0.020447,9.081741,9.081741,9.081732,9.081732,0.022244,0.000153,1.470835,4.615468,0.327936,-4.60673,1.301226,0.976061,1.333263,10.359915,10.78521,0.426719,15360.0,1.761748,10.381435,11.169966,0.795229,1008.0,14992.300781,1024.0,1024.0,105.842178,183400,64.0,1999.3
184200,11200,3932.901,45.518181,31.992758,0.516651,0.020447,8.660702,8.660702,8.659411,8.659411,0.015947,0.000156,1.568816,4.720099,0.336141,-4.723965,1.361941,0.975884,1.372635,10.532628,10.988959,0.457804,15360.0,1.733669,10.540336,11.248533,0.71593,1008.0,14989.576172,1024.0,1024.0,124.767967,184200,64.0,1999.3
185000,11250,3949.748,49.437263,35.613647,0.609216,0.020447,8.890593,8.890593,8.889933,8.889933,0.024186,0.000156,1.445201,4.576262,0.327491,-4.57249,1.393482,0.97607,1.36509,10.67662,11.130209,0.456353,15360.0,2.013362,10.705791,11.691097,0.99738,1008.0,14992.435547,1024.0,1024.0,123.963966,185000,64.0,1999.3
185800,11300,3966.542,47.230305,33.345028,0.580691,0.020446,8.820678,8.820678,8.820678,8.820678,0.022553,0.000151,1.582954,4.523564,0.353211,-4.533132,1.442377,0.976076,1.362184,10.872886,11.379879,0.509464,15360.0,2.120839,10.879688,12.021031,1.155274,1008.0,14992.525391,1024.0,1024.0,119.240494,185800,64.0,1999.3
186600,11350,3983.658,42.770554,29.923784,0.582707,0.020446,8.108683,8.108683,8.106562,8.106562,0.019551,0.00015,1.457073,4.454093,0.333166,-4.472693,1.442985,0.975997,1.287237,10.986676,11.464514,0.480754,15360.0,1.93251,10.991809,12.075459,1.092314,1008.0,14991.319336,1024.0,1024.0,160.036453,186600,64.0,1999.3
187400,11400,4000.311,46.114262,33.137844,0.504579,0.020446,8.82024,8.82024,8.819399,8.819399,0.012855,0.000146,1.168922,4.488626,0.267486,-4.499344,1.405345,0.976129,1.164104,11.06601,11.438727,0.37591,15360.0,1.387017,11.060416,11.582171,0.531124,1008.0,14993.333008,1024.0,1024.0,175.11644,187400,64.0,1999.3
188200,11450,4017.119,51.606747,38.006847,0.513536,0.020446,9.309696,9.309696,9.30959,9.30959,0.015594,0.00015,1.358531,4.445152,0.311389,-4.459081,1.340978,0.976098,1.075064,11.239444,11.654609,0.417566,15360.0,1.305531,11.238557,11.886621,0.652729,1008.0,14992.862305,1024.0,1024.0,102.164688,188200,64.0,1999.3
189000,11500,4034.068,43.235504,30.243757,0.617302,0.020446,8.618521,8.618521,8.618521,8.618521,0.02412,0.00014,1.435635,4.319977,0.340521,-4.31661,1.27926,0.976087,0.963764,11.378668,11.813004,0.435614,15360.0,1.580767,11.372723,12.461467,1.089089,1008.0,14992.697266,1024.0,1024.0,127.686829,189000,64.0,1999.3
189800,11550,4051.046,42.184059,30.06542,0.622757,0.020446,7.712388,7.712388,7.710188,7.710188,0.024845,0.000148,1.598416,4.272892,0.382662,-4.279609,1.233067,0.976064,0.924017,11.513174,11.984268,0.471848,15360.0,1.564574,11.503534,12.701246,1.199146,1008.0,14992.34375,1024.0,1024.0,111.621773,189800,64.0,1999.3
190600,11600,4068.167,44.384094,31.664074,0.566213,0.020446,8.3528,8.3528,8.351486,8.351486,0.018332,0.000138,1.610584,4.17843,0.393909,-4.174541,1.181082,0.976069,0.9395,11.592687,12.057507,0.465238,15360.0,1.31733,11.585252,12.494893,0.91064,1008.0,14992.421875,1024.0,1024.0,122.558075,190600,64.0,1999.3
191400,11650,4085.24,51.206036,37.42009,0.586926,0.020446,9.001713,9.001713,9.001251,9.001251,0.021835,0.000149,1.741331,4.23642,0.420085,-4.25433,1.179603,0.97594,1.092225,11.741327,12.234606,0.495534,15360.0,1.477116,11.73993,12.750918,1.013549,1008.0,14990.431641,1024.0,1024.0,93.784775,191400,64.0,1999.3
192200,11700,4102.35,50.693272,37.280777,0.569619,0.020446,8.773082,8.773082,8.772772,8.772772,0.018223,0.000148,1.581522,4.228776,0.379835,-4.230273,1.201544,0.976007,1.157141,11.857667,12.312137,0.456388,15360.0,1.444589,11.849383,12.695269,0.852383,1008.0,14991.461914,1024.0,1024.0,133.022125,192200,64.0,1999.3
193000,11750,4119.41,51.877666,38.06237,0.557992,0.020446,9.210703,9.210703,9.210148,9.210148,0.018703,0.000147,1.462858,4.111299,0.359205,-4.109486,1.25985,0.975872,1.23221,11.989279,12.44072,0.452545,15360.0,1.36673,11.98912,12.626286,0.645934,1008.0,14989.392578,1024.0,1024.0,149.568558,193000,64.0,1999.3
193800,11800,4136.483,47.10186,33.528061,0.580768,0.020446,8.744146,8.744146,8.743431,8.743431,0.020353,0.000144,1.5045,4.069804,0.371191,-4.074421,1.309834,0.976002,1.32533,12.221169,12.70533,0.486199,15360.0,1.747308,12.213008,13.195577,0.989248,1008.0,14991.386719,1024.0,1024.0,108.080055,193800,64.0,1999.3
194600,11850,4153.478,46.691071,33.944988,0.612288,0.020447,8.117281,8.117281,8.116146,8.116146,0.025062,0.000153,1.296166,3.859982,0.345378,-3.866011,1.381635,0.976094,1.332314,12.343015,12.81894,0.477186,15360.0,1.852851,12.322917,13.239831,0.931462,1008.0,14992.802734,1024.0,1024.0,118.872162,194600,64.0,1999.3
195400,11900,4170.636,51.937588,38.493855,0.640245,0.020447,8.842222,8.842222,8.841936,8.841936,0.02649,0.000157,1.163046,3.79879,0.320743,-3.799119,1.444609,0.976002,1.312399,12.500021,12.957037,0.463348,15360.0,1.937178,12.50422,13.57962,1.08496,1008.0,14991.388672,1024.0,1024.0,149.04657,195400,64.0,1999.3
196200,11950,4187.619,46.289989,32.447716,0.495473,0.020446,9.22161,9.22161,9.221157,9.221157,0.014802,0.000138,1.318714,3.906435,0.334867,-3.908128,1.482758,0.976093,1.346939,12.704375,13.198956,0.496527,15360.0,1.723099,12.651705,13.309211,0.692126,1008.0,14992.789062,1024.0,1024.0,202.569061,196200,64.0,1999.3
197000,12000,4204.78,45.846703,32.305729,0.602869,0.020445,8.96106,8.96106,8.960796,8.960796,0.022906,0.000131,1.241741,3.76362,0.333033,-3.770373,1.472502,0.976069,1.237602,12.95099,13.439447,0.490392,15360.0,1.93717,12.927642,14.028995,1.112299,1008.0,14992.423828,1024.0,1024.0,150.34494,197000,64.0,1999.3
197800,12050,4221.832,45.534046,32.495346,0.564347,0.020446,8.674351,8.674351,8.672462,8.672462,0.020092,0.000142,1.196649,3.912179,0.313321,-3.904305,1.453789,0.976128,1.198729,13.032316,13.483355,0.455503,15360.0,1.722476,13.000884,13.891518,0.922077,1008.0,14993.318359,1024.0,1024.0,104.752968,197800,64.0,1999.3
198600,12100,4238.788,51.133923,37.371937,0.502221,0.020446,9.713853,9.713853,9.713618,9.713618,0.012629,0.000134,0.981343,3.927247,0.27376,-3.918798,1.436971,0.975987,1.166594,13.081086,13.453329,0.393385,15360.0,1.353814,13.062492,13.468879,0.474803,1008.0,14991.166016,1024.0,1024.0,142.86087,198600,64.0,1999.3
199400,12150,4255.93,42.758774,30.123112,0.539358,0.020445,8.504628,8.504628,8.503845,8.503845,0.017341,0.000128,1.250402,3.77043,0.338881,-3.777829,1.375481,0.975996,1.05092,13.299096,13.764141,0.466125,15360.0,1.398147,13.263581,14.016255,0.770751,1008.0,14991.303711,1024.0,1024.0,117.739601,199400,64.0,1999.3
200200,12200,4294.14,46.141033,33.002522,0.623334,0.020445,8.78442,8.78442,8.784067,8.784067,0.026165,0.00013,1.415006,3.709244,0.375812,-3.718407,1.306547,0.976024,0.950529,13.440255,13.929436,0.491017,15360.0,1.554448,13.417707,14.466829,1.068263,1008.0,14991.728516,1024.0,1024.0,139.103348,200200,64.0,1999.3
201000,12250,4311.188,43.693668,31.557268,0.599173,0.020444,8.341393,8.341393,8.340635,8.340635,0.022352,0.000124,1.157334,3.652501,0.324479,-3.652183,1.236962,0.976184,0.796154,13.526923,13.925164,0.401368,15360.0,1.292553,13.50473,14.33733,0.860046,1008.0,14994.182617,1024.0,1024.0,145.488297,201000,64.0,1999.3
201800,12300,4328.233,41.284706,29.337776,0.574446,0.020444,8.027738,8.027738,8.027679,8.027679,0.017324,0.000119,1.414269,3.698894,0.384862,-3.669216,1.177928,0.976075,0.787382,13.623743,14.075961,0.453339,15360.0,1.066256,13.603998,14.399296,0.810976,1008.0,14992.510742,1024.0,1024.0,140.680374,201800,64.0,1999.3
202600,12350,4345.263,49.487648,35.998314,0.523533,0.020446,9.803696,9.803696,9.803515,9.803515,0.015534,0.00014,1.154113,3.545559,0.334155,-3.545987,1.136696,0.976006,0.751483,13.686422,14.06372,0.379832,15360.0,0.85231,13.662449,14.230663,0.581018,1008.0,14991.446289,1024.0,1024.0,111.02269,202600,64.0,1999.3
203400,12400,4362.404,46.470692,33.723335,0.537551,0.020445,8.631175,8.631175,8.630812,8.630812,0.016698,0.000133,1.455743,3.738155,0.386739,-3.745316,1.136239,0.976097,0.910471,13.809327,14.246138,0.439428,15360.0,1.096169,13.792889,14.50631,0.751521,1008.0,14992.845703,1024.0,1024.0,132.318207,203400,64.0,1999.3
204200,12450,4379.378,47.447945,33.968262,0.575467,0.020445,9.144684,9.144684,9.144684,9.144684,0.02151,0.00013,1.384517,3.533149,0.404615,-3.52571,1.15518,0.976087,1.041818,13.921256,14.387677,0.467403,15360.0,1.327613,13.895243,14.887156,1.000141,1008.0,14992.700195,1024.0,1024.0,147.28624,204200,64.0,1999.3
205000,12500,4396.403,49.286865,35.408169,0.602175,0.020445,9.300047,9.300047,9.299961,9.299961,0.02567,0.000134,1.423095,3.485361,0.414759,-3.486619,1.200367,0.976043,1.152716,14.070942,14.566862,0.497863,15360.0,1.500691,14.04234,15.077414,1.04806,1008.0,14992.017578,1024.0,1024.0,120.061905,205000,64.0,1999.3
205800,12550,4413.267,53.944767,39.779255,0.563082,0.020445,10.096351,10.096351,10.095163,10.095163,0.021362,0.000136,0.993915,3.526243,0.283565,-3.49859,1.267119,0.976024,1.111657,14.089994,14.444765,0.359311,15360.0,1.234746,14.052442,14.607287,0.585279,1008.0,14991.734375,1024.0,1024.0,123.592484,205800,64.0,1999.3
206600,12600,4429.982,36.821274,25.057316,0.611306,0.020444,7.149011,7.149011,7.147549,7.147549,0.020939,0.00012,1.427464,3.421642,0.412859,-3.413514,1.353667,0.976025,1.335823,14.480596,15.038457,0.558874,15360.0,1.683368,14.454122,15.505043,1.069676,1008.0,14991.736328,1024.0,1024.0,146.401367,206600,64.0,1999.3
207400,12650,4446.86,52.026314,38.122154,0.593347,0.020444,9.543703,9.543703,9.542755,9.542755,0.021661,0.00012,1.04433,3.389551,0.306042,-3.381016,1.41751,0.976048,1.294453,14.464355,14.893012,0.433818,15360.0,1.511718,14.4036,15.11295,0.725456,1008.0,14992.098633,1024.0,1024.0,159.541763,207400,64.0,1999.3
208200,12700,4463.729,51.789791,37.73225,0.532853,0.020444,9.69795,9.69795,9.697248,9.697248,0.01891,0.000122,1.004968,3.309355,0.29824,-3.320844,1.477725,0.976032,1.326578,14.659197,15.09607,0.440717,15360.0,1.683167,14.582533,15.330315,0.800067,1008.0,14991.853516,1024.0,1024.0,131.96579,208200,64.0,1999.3
209000,12750,4480.924,45.108379,31.797552,0.561606,0.020444,8.963589,8.963589,8.963226,8.963226,0.021878,0.000122,0.98823,3.082947,0.318039,-3.098499,1.52258,0.976013,1.315301,14.855856,15.338004,0.48424,15360.0,1.884335,14.789785,15.759686,1.01399,1008.0,14991.56543,1024.0,1024.0,159.452026,209000,64.0,1999.3
209800,12800,4497.905,52.652813,38.181835,0.608763,0.020444,9.925279,9.925279,9.925279,9.925279,0.02596,0.000118,1.134674,3.192249,0.349404,-3.209562,1.561871,0.975969,1.254599,15.116526,15.656457,0.545724,15360.0,1.782303,15.068029,16.11618,1.064011,1008.0,14990.876953,1024.0,1024.0,187.180344,209800,64.0,1999.3
210600,12850,4515.063,43.877617,31.192741,0.543307,0.020444,8.686666,8.686666,8.685959,8.685959,0.017215,0.00012,0.804528,2.915123,0.27778,-2.907067,1.615803,0.976021,1.229162,15.147753,15.59241,0.448838,15360.0,1.77365,15.106281,15.992301,0.93928,1008.0,14991.677734,1024.0,1024.0,121.826759,210600,64.0,1999.3
211400,12900,4532.099,52.633236,38.633888,0.589696,0.020444,9.862756,9.862756,9.862479,9.862479,0.025067,0.00012,0.777382,2.911987,0.271146,-2.888207,1.572969,0.976199,1.265136,15.186941,15.605515,0.426504,15360.0,1.658877,15.116454,15.868901,0.782247,1008.0,14994.416016,1024.0,1024.0,125.515862,211400,64.0,1999.3
212200,12950,4549.234,45.53096,32.479637,0.564437,0.020444,9.102098,9.102098,9.101991,9.101991,0.020687,0.000117,0.866555,2.769318,0.317033,-2.772016,1.518257,0.976024,1.131184,15.476217,15.955025,0.481337,15360.0,1.521326,15.434054,16.154989,0.759717,1008.0,14991.729492,1024.0,1024.0,139.198593,212200,64.0,1999.3
213000,13000,4566.262,49.770782,36.831295,0.548239,0.020444,9.112885,9.112885,9.112734,9.112734,0.01728,0.000119,0.836905,2.93075,0.289936,-2.932325,1.477959,0.976091,1.080101,15.503935,15.929595,0.428514,15360.0,1.432078,15.425478,15.947524,0.567219,1008.0,14992.763672,1024.0,1024.0,90.225746,213000,64.0,1999.3
213800,13050,4583.111,46.71352,33.806923,0.539719,0.020445,9.269831,9.269831,9.269813,9.269813,0.016469,0.000124,0.758995,2.730209,0.284759,-2.726681,1.436677,0.976192,0.984479,15.644043,16.049419,0.409107,15360.0,1.353824,15.589656,16.186769,0.665782,1008.0,14994.308594,1024.0,1024.0,129.20462,213800,64.0,1999.3
214600,13100,4599.824,39.447414,27.596769,0.57531,0.020444,8.259208,8.259208,8.257206,8.257206,0.018755,0.000111,0.908833,2.655007,0.336002,-2.656149,1.386974,0.976137,0.893201,15.824158,16.28739,0.466026,15360.0,1.225777,15.784105,16.499132,0.768204,1008.0,14993.470703,1024.0,1024.0,127.713425,214600,64.0,1999.3
215400,13150,4616.678,59.467175,45.44944,0.630622,0.020446,10.237526,10.237526,10.237297,10.237297,0.0273,0.000137,0.849564,2.805588,0.318623,-2.782537,1.319099,0.976121,0.811558,15.889715,16.304033,0.420295,15360.0,1.48088,15.848006,16.799948,1.05348,1008.0,14993.212891,1024.0,1024.0,135.221664,215400,64.0,1999.3
216200,13200,4633.548,48.202763,34.688519,0.531918,0.020444,9.831005,9.831005,9.831005,9.831005,0.017364,0.000112,1.070651,2.722644,0.384387,-2.715749,1.284389,0.976035,0.758301,16.017836,16.508862,0.493703,15360.0,1.062744,15.979482,16.829107,0.88458,1008.0,14991.892578,1024.0,1024.0,171.287613,216200,64.0,1999.3
217000,13250,4650.712,48.313347,35.014256,0.591211,0.020444,9.713684,9.713684,9.713684,9.713684,0.023459,0.00011,1.006101,2.745574,0.355087,-2.750903,1.241195,0.97612,0.687783,16.075653,16.513079,0.440732,15360.0,1.028343,16.050343,16.910393,0.904229,1008.0,14993.199219,1024.0,1024.0,147.776947,217000,64.0,1999.3
217800,13300,4667.681,47.984634,35.553757,0.532773,0.020445,8.929857,8.929857,8.92907,8.92907,0.016863,0.000123,1.044028,2.616098,0.390815,-2.602816,1.2323,0.976217,0.762153,16.161602,16.640846,0.481602,15360.0,0.828797,16.125885,16.659889,0.603598,1008.0,14994.6875,1024.0,1024.0,135.691544,217800,64.0,1999.3
218600,13350,4684.836,38.210484,26.404797,0.628114,0.020443,8.08308,8.08308,8.08204,8.08204,0.025317,0.000104,0.953948,2.183662,0.431486,-2.19198,1.234506,0.976162,0.900688,16.282343,16.814095,0.532672,15360.0,1.370343,16.269438,17.561951,1.308764,1008.0,14993.84082,1024.0,1024.0,194.7845,218600,64.0,1999.3
219400,13400,4701.972,49.544243,37.126087,0.633049,0.020444,8.754404,8.754404,8.753852,8.753852,0.030742,0.000114,0.869765,2.352947,0.380028,-2.336077,1.267513,0.976186,0.909655,16.345161,16.825182,0.481691,15360.0,1.184677,16.294064,17.136984,0.905775,1008.0,14994.212891,1024.0,1024.0,188.363663,219400,64.0,1999.3
220200,13450,4719.018,42.462364,30.517506,0.562338,0.020444,8.351311,8.351311,8.351232,8.351232,0.018618,0.000108,0.815019,2.287886,0.352959,-2.283422,1.317654,0.976164,1.015581,16.497398,16.959782,0.465078,15360.0,1.150104,16.461914,17.291529,0.89131,1008.0,14993.873047,1024.0,1024.0,146.614304,220200,64.0,1999.3
221000,13500,4736.155,49.75666,36.04937,0.54534,0.020443,9.955051,9.955051,9.955051,9.955051,0.020739,0.000105,0.726845,2.314975,0.315306,-2.307595,1.36445,0.976097,1.096482,16.626476,17.052082,0.430219,15360.0,1.225403,16.554834,17.328663,0.863935,1008.0,14992.841797,1024.0,1024.0,115.074654,221000,64.0,1999.3
221800,13550,4753.195,53.948231,39.684715,0.662689,0.020443,10.087645,10.087645,10.087645,10.087645,0.035269,0.000101,0.798727,2.111731,0.369402,-2.115911,1.435423,0.976073,1.215953,16.806398,17.332848,0.530248,15360.0,1.564313,16.745535,17.827078,1.091319,1008.0,14992.484375,1024.0,1024.0,183.948334,221800,64.0,1999.3
222600,13600,4770.231,41.510368,28.752775,0.613479,0.020443,8.792843,8.792843,8.792818,8.792818,0.024932,9.9e-05,0.688416,2.002207,0.344826,-2.007861,1.501993,0.976186,1.279373,16.999231,17.515036,0.517926,15360.0,1.612506,16.944832,18.057327,1.160468,1008.0,14994.220703,1024.0,1024.0,144.015625,222600,64.0,1999.3
223400,13650,4787.284,48.696365,35.09021,0.532929,0.020444,9.824041,9.824041,9.823531,9.823531,0.017243,0.000108,0.570866,2.156261,0.265323,-2.172729,1.581722,0.976105,1.236215,17.023979,17.438713,0.419667,15360.0,1.46421,16.905771,17.61665,0.784732,1008.0,14992.976562,1024.0,1024.0,153.342392,223400,64.0,1999.3
224200,13700,4804.125,45.660469,33.236736,0.648849,0.020444,8.407086,8.407086,8.405411,8.405411,0.036551,0.000107,0.621309,1.900971,0.327413,-1.892251,1.659143,0.976107,1.319824,17.370178,17.907398,0.543225,15360.0,1.885052,17.265039,18.478239,1.284527,1008.0,14993.0,1024.0,1024.0,110.605972,224200,64.0,1999.3
225000,13750,4821.065,37.924801,26.0189,0.608785,0.020443,8.094034,8.094034,8.092155,8.092155,0.02389,9.5e-05,0.579279,1.828988,0.320578,-1.826758,1.71423,0.976138,1.271053,17.648293,18.195143,0.549544,15360.0,1.743012,17.578548,18.797676,1.234206,1008.0,14993.485352,1024.0,1024.0,145.586563,225000,64.0,1999.3
225800,13800,4859.506,45.367153,32.454979,0.591546,0.020443,9.155443,9.155443,9.155413,9.155413,0.020825,9.9e-05,0.503623,1.887181,0.272613,-1.874153,1.735016,0.976089,1.252102,17.737537,18.20446,0.472989,15360.0,1.578239,17.652077,18.522738,0.899584,1008.0,14992.72168,1024.0,1024.0,126.809448,225800,64.0,1999.3
226600,13850,4876.616,54.937351,40.327553,0.659595,0.020443,10.504619,10.504619,10.504619,10.504619,0.034637,0.000101,0.532386,1.872885,0.293659,-1.844172,1.731445,0.976081,1.233154,17.881016,18.381193,0.508454,15360.0,2.030457,17.773653,19.040676,1.312719,1008.0,14992.598633,1024.0,1024.0,132.438812,226600,64.0,1999.3
227400,13900,4893.631,39.864243,27.297092,0.596452,0.020443,8.902176,8.902176,8.901824,8.901824,0.021624,9.3e-05,0.514269,1.711627,0.29417,-1.709136,1.720842,0.976172,1.149681,18.070042,18.573549,0.50622,15360.0,1.646374,17.973766,18.941021,1.001688,1008.0,14994.007812,1024.0,1024.0,127.113441,227400,64.0,1999.3
228200,13950,4910.748,41.741005,30.064451,0.554819,0.020443,8.252244,8.252244,8.249872,8.249872,0.017249,9.8e-05,0.490629,1.730469,0.288,-1.733119,1.683735,0.976119,1.116256,18.173454,18.655031,0.484917,15360.0,1.389794,18.063246,18.711868,0.705159,1008.0,14993.18457,1024.0,1024.0,122.75193,228200,64.0,1999.3
229000,14000,4927.921,51.27919,38.517281,0.605551,0.020443,9.089252,9.089252,9.089171,9.089171,0.027978,0.000103,0.539134,1.701177,0.332263,-1.704353,1.63703,0.976114,1.117287,18.270834,18.810553,0.543924,15360.0,1.604394,18.175379,19.127771,1.033805,1008.0,14993.107422,1024.0,1024.0,166.375031,229000,64.0,1999.3
229800,14050,4944.978,47.545422,35.244884,0.650524,0.020443,8.783934,8.783934,8.783428,8.783428,0.030109,9.7e-05,0.542022,1.630321,0.337122,-1.645083,1.579403,0.976106,0.976738,18.497517,19.026579,0.532452,15360.0,1.494938,18.42474,19.397581,1.010009,1008.0,14992.992188,1024.0,1024.0,140.648926,229800,64.0,1999.3
230600,14100,4962.068,40.843136,28.689857,0.535304,0.020443,8.847237,8.847237,8.846416,8.846416,0.018043,9.5e-05,0.556086,1.578804,0.345443,-1.599173,1.513153,0.976172,0.914997,18.634645,19.155039,0.522709,15360.0,1.31495,18.544582,19.293531,0.852628,1008.0,14994.003906,1024.0,1024.0,168.691986,230600,64.0,1999.3
231400,14150,4979.217,41.80854,29.790802,0.576412,0.020442,8.896031,8.896031,8.895661,8.895661,0.026414,8.6e-05,0.426868,1.277431,0.316082,-1.303939,1.455511,0.976198,0.805983,18.757353,19.212795,0.460061,15360.0,1.341335,18.69561,19.683447,1.08687,1008.0,14994.398438,1024.0,1024.0,160.54657,231400,64.0,1999.3
232200,14200,4996.371,44.929321,32.888493,0.537704,0.020443,9.099195,9.099195,9.098814,9.098814,0.018558,9.2e-05,0.434174,1.442873,0.315713,-1.457901,1.404503,0.976168,0.726523,18.831903,19.271523,0.44342,15360.0,1.04289,18.74225,19.321648,0.695314,1008.0,14993.939453,1024.0,1024.0,142.618362,232200,64.0,1999.3
233000,14250,5013.503,48.250938,35.557648,0.536665,0.020443,9.859921,9.859921,9.859888,9.859888,0.017255,9.1e-05,0.372906,1.30281,0.298397,-1.297473,1.360668,0.976137,0.635972,18.901255,19.30138,0.40602,15360.0,0.937969,18.820032,19.314056,0.64641,1008.0,14993.464844,1024.0,1024.0,165.578003,233000,64.0,1999.3
233800,14300,5030.546,39.795784,28.646873,0.570691,0.020443,8.153873,8.153873,8.153106,8.153106,0.019925,9.1e-05,0.528683,1.352686,0.397178,-1.350507,1.323885,0.976085,0.741774,19.067173,19.590567,0.525818,15360.0,1.060187,19.018637,19.958288,1.049845,1008.0,14992.667969,1024.0,1024.0,158.316711,233800,64.0,1999.3
234600,14350,5047.652,37.683441,26.488701,0.538293,0.020443,8.408863,8.408863,8.407165,8.407165,0.01656,9e-05,0.411245,1.172751,0.333627,-1.196922,1.315863,0.976151,0.710189,19.135311,19.570087,0.439008,15360.0,0.882749,19.084251,19.63275,0.758802,1008.0,14993.685547,1024.0,1024.0,104.308388,234600,64.0,1999.3
235400,14400,5064.809,44.309647,31.997696,0.556064,0.020442,9.368574,9.368574,9.368279,9.368279,0.021268,8.5e-05,0.376488,1.142909,0.334092,-1.133015,1.33473,0.976157,0.771701,19.217653,19.658388,0.445922,15360.0,0.939391,19.157898,19.815542,0.81592,1008.0,14993.776367,1024.0,1024.0,160.139175,235400,64.0,1999.3
236200,14450,5081.846,45.046455,32.524956,0.569089,0.020443,9.533041,9.533041,9.53221,9.53221,0.020909,9.4e-05,0.3761,1.327163,0.284273,-1.312269,1.377541,0.976204,0.823811,19.299641,19.686792,0.391598,15360.0,0.819029,19.21858,19.612436,0.596152,1008.0,14994.496094,1024.0,1024.0,108.278816,236200,64.0,1999.3
237000,14500,5099.009,39.806293,28.592991,0.561902,0.020443,7.952896,7.952896,7.950119,7.950119,0.018948,9.4e-05,0.485617,1.343034,0.350247,-1.323352,1.414799,0.976189,1.054032,19.543125,20.037493,0.495528,15360.0,1.143736,19.479347,20.434603,1.05071,1008.0,14994.264648,1024.0,1024.0,144.708008,237000,64.0,1999.3
237800,14550,5115.932,47.126396,33.969261,0.607226,0.020442,9.820988,9.820988,9.820042,9.820042,0.026424,8.5e-05,0.362717,1.256466,0.287267,-1.289943,1.462875,0.976183,0.996906,19.536272,19.952719,0.420235,15360.0,1.222516,19.461676,20.361376,1.068268,1008.0,14994.167969,1024.0,1024.0,195.413467,237800,64.0,1999.3
238600,14600,5132.887,48.045315,35.190033,0.536914,0.020442,9.456802,9.456802,9.453899,9.453899,0.016496,8.7e-05,0.398966,1.304814,0.29061,-1.317992,1.533516,0.976096,1.149832,19.788805,20.229778,0.445654,15360.0,1.155485,19.672871,20.291178,0.752761,1008.0,14992.833984,1024.0,1024.0,146.697235,238600,64.0,1999.3
239400,14650,5149.748,37.677872,26.108053,0.616476,0.020443,7.920557,7.920557,7.920074,7.920074,0.022269,9.1e-05,0.441794,1.327148,0.336308,-1.324733,1.594084,0.976145,1.308164,20.119671,20.652502,0.536103,15360.0,1.567765,20.045191,21.258194,1.27962,1008.0,14993.582031,1024.0,1024.0,194.302734,239400,64.0,1999.3
240200,14700,5166.636,43.839409,31.003784,0.573252,0.020442,9.197784,9.197784,9.197784,9.197784,0.020795,8.8e-05,0.399738,1.259098,0.319804,-1.251487,1.663191,0.976167,1.308097,20.23871,20.767147,0.531896,15360.0,1.38843,20.129639,20.991789,0.91626,1008.0,14993.918945,1024.0,1024.0,149.28096,240200,64.0,1999.3
241000,14750,5183.774,53.390057,40.098427,0.656453,0.020443,9.47696,9.47696,9.475926,9.475926,0.031749,9.1e-05,0.345832,1.200482,0.28881,-1.188317,1.732065,0.976212,1.311659,20.287529,20.781357,0.500238,15360.0,1.775292,20.146791,21.236458,1.152421,1008.0,14994.617188,1024.0,1024.0,158.092285,241000,64.0,1999.3
241800,14800,5200.709,33.639027,22.95022,0.623944,0.020442,7.221828,7.221828,7.21978,7.21978,0.022327,8e-05,0.33805,1.197422,0.274803,-1.190059,1.755886,0.976227,1.302075,20.709263,21.188198,0.482522,15360.0,1.53428,20.587431,21.471243,0.918777,1008.0,14994.839844,1024.0,1024.0,141.266174,241800,64.0,1999.3
242600,14850,5217.849,43.198399,30.190155,0.63998,0.020442,9.344522,9.344522,9.344448,9.344448,0.027441,8.3e-05,0.305459,1.09356,0.290325,-1.054085,1.82069,0.976269,1.269398,20.854136,21.376421,0.528592,15360.0,1.646638,20.746229,21.956316,1.224523,1008.0,14995.498047,1024.0,1024.0,192.415848,242600,64.0,1999.3
243400,14900,5234.878,48.879772,35.576805,0.576202,0.020442,9.720389,9.720389,9.720116,9.720116,0.022419,8.8e-05,0.27676,1.159402,0.2385,-1.13898,1.836378,0.976192,1.261485,20.867573,21.294752,0.437976,15360.0,1.58549,20.698526,21.406178,0.791111,1008.0,14994.300781,1024.0,1024.0,163.966812,243400,64.0,1999.3
244200,14950,5251.951,48.140705,34.819794,0.630366,0.020442,9.724251,9.724251,9.724251,9.724251,0.030732,8e-05,0.258777,0.991778,0.277071,-0.978092,1.836084,0.976169,1.206864,21.145908,21.648146,0.508726,15360.0,1.692623,21.05724,22.134771,1.140728,1008.0,14993.947266,1024.0,1024.0,138.679626,244200,64.0,1999.3
